document,line_number,category,severity,term,status,excerpt,recommendation
07_manuscript/supplementary_information_scientific_reports.md,83,causal_driver,high,causal,acceptable_boundary_context,**Supplementary Figure S17. Main Figure 5 panel D source.** Candidate bridge axis scores Source figure: `05_figures/figure18_tac_high_caf_epi_lr_axis_scores.png`. Source data: `04_results/ligand_receptor/tmem158_tac_high_caf_epi_lr_axis_tests.csv;04_results/ligand_receptor/tmem158_tac_high_caf_epi_lr_axis_scores.csv;04_results/ligand_receptor/tmem158_tac_high_caf_epi_lr_axis_correlations.csv`. Boundary: Ligand-recept,No text change required if the negating boundary remains clear.
07_manuscript/supplementary_information_scientific_reports.md,115,causal_driver,high,causal,acceptable_boundary_context,"- TMEM158 is a lead computational entry point, not a validated causal driver.",No text change required if the negating boundary remains clear.
07_manuscript/supplementary_information_scientific_reports.md,115,causal_driver,high,driver,acceptable_boundary_context,"- TMEM158 is a lead computational entry point, not a validated causal driver.",No text change required if the negating boundary remains clear.
07_manuscript/supplementary_information_scientific_reports.md,115,validated_mechanism,high,validated causal driver,acceptable_boundary_context,"- TMEM158 is a lead computational entry point, not a validated causal driver.",No text change required if the negating boundary remains clear.
07_manuscript/supplementary_information_scientific_reports.md,116,validated_mechanism,high,validated subtype,acceptable_boundary_context,"- TAC_high is a public-data stress-ecology state, not a clinically validated subtype.",No text change required if the negating boundary remains clear.
08_submission_strategy/scientific_reports_cover_letter_draft.md,9,causal_driver,high,causal,acceptable_boundary_context,"We have deliberately framed the study as a public-data, hypothesis-generating biological discovery rather than as a causal mechanism, validated prognostic biomarker or treatment-response model. The manuscript reports negative survival, immune-exhaustion, drug-resistance and protein-localization boundaries where appropriate. All data are publicly available, and the analysis workflow is reproducible from the included p",No text change required if the negating boundary remains clear.
08_submission_strategy/scientific_reports_cover_letter_draft.md,9,validated_mechanism,high,validated prognostic biomarker,acceptable_boundary_context,"We have deliberately framed the study as a public-data, hypothesis-generating biological discovery rather than as a causal mechanism, validated prognostic biomarker or treatment-response model. The manuscript reports negative survival, immune-exhaustion, drug-resistance and protein-localization boundaries where appropriate. All data are publicly available, and the analysis workflow is reproducible from the included p",No text change required if the negating boundary remains clear.
08_submission_strategy/scientific_reports_cover_letter_draft.md,9,clinical_prognosis,high,prognostic biomarker,acceptable_boundary_context,"We have deliberately framed the study as a public-data, hypothesis-generating biological discovery rather than as a causal mechanism, validated prognostic biomarker or treatment-response model. The manuscript reports negative survival, immune-exhaustion, drug-resistance and protein-localization boundaries where appropriate. All data are publicly available, and the analysis workflow is reproducible from the included p",No text change required if the negating boundary remains clear.
08_submission_strategy/target_journal_scientific_reports_strategy.md,50,causal_driver,high,causal,acceptable_boundary_context,"This study uses reproducible public multi-cohort transcriptomics, single-cell pseudo-bulk analysis, targeted external clinical calibration and spatial source-data context to define a TMEM158-associated Ca2/UPR-CAF ecology in ESCC, while explicitly avoiding unsupported causal, prognostic or treatment-response claims.",No text change required if the negating boundary remains clear.
08_submission_strategy/target_journal_scientific_reports_strategy.md,62,causal_driver,high,causal,acceptable_boundary_context,- TMEM158 is a validated causal driver.,No text change required if the negating boundary remains clear.
08_submission_strategy/target_journal_scientific_reports_strategy.md,62,causal_driver,high,driver,acceptable_boundary_context,- TMEM158 is a validated causal driver.,No text change required if the negating boundary remains clear.
08_submission_strategy/target_journal_scientific_reports_strategy.md,62,validated_mechanism,high,validated causal driver,acceptable_boundary_context,- TMEM158 is a validated causal driver.,No text change required if the negating boundary remains clear.
08_submission_strategy/target_journal_scientific_reports_strategy.md,63,validated_mechanism,high,validated clinical prognostic subtype,acceptable_boundary_context,- TAC_high is a validated clinical prognostic subtype.,No text change required if the negating boundary remains clear.
08_submission_strategy/target_journal_scientific_reports_strategy.md,64,causal_driver,high,causes,acceptable_boundary_context,- TAC_high causes immune suppression or CD8 exhaustion.,No text change required if the negating boundary remains clear.
08_submission_strategy/target_journal_scientific_reports_strategy.md,64,immune_suppression,medium,CD8 exhaustion,acceptable_boundary_context,- TAC_high causes immune suppression or CD8 exhaustion.,No text change required if the negating boundary remains clear.
08_submission_strategy/target_journal_scientific_reports_strategy.md,65,therapy_resistance,high,cisplatin resistance,acceptable_boundary_context,- TAC_high proves cisplatin resistance.,No text change required if the negating boundary remains clear.
08_submission_strategy/reviewer_risk_checklist.md,3,causal_driver,high,driver,acceptable_boundary_context,- Do not claim TMEM158 is a validated driver.,No text change required if the negating boundary remains clear.
08_submission_strategy/reviewer_risk_checklist.md,3,validated_mechanism,high,validated driver,acceptable_boundary_context,- Do not claim TMEM158 is a validated driver.,No text change required if the negating boundary remains clear.
08_submission_strategy/reviewer_risk_checklist.md,7,causal_driver,high,driven,acceptable_boundary_context,- Do not upgrade fibroblast/CAF localization into cell-cell causality or TMEM158-driven transcription.,No text change required if the negating boundary remains clear.
08_submission_strategy/zenodo_osf_github_release_readme.md,46,therapy_resistance,high,treatment recommendation,acceptable_boundary_context,"The analysis identifies a TMEM158-associated TAC_high Ca2/UPR-CAF stress-ecology state. It does not demonstrate TMEM158 causality, clinical prognosis, direct immune suppression, spatial activation, ligand-receptor causality, physical interaction, receptor activation, protein-level communication or treatment recommendation.",No text change required if the negating boundary remains clear.
08_submission_strategy/zenodo_osf_github_release_readme.md,46,direct_spatial_or_lr,medium,ligand-receptor causality,acceptable_boundary_context,"The analysis identifies a TMEM158-associated TAC_high Ca2/UPR-CAF stress-ecology state. It does not demonstrate TMEM158 causality, clinical prognosis, direct immune suppression, spatial activation, ligand-receptor causality, physical interaction, receptor activation, protein-level communication or treatment recommendation.",No text change required if the negating boundary remains clear.
08_submission_strategy/final_author_submission_handoff.md,44,clinical_prognosis,high,prognostic biomarker,acceptable_boundary_context,"Calcium homeostasis, unfolded protein response (UPR) branch activity and stromal remodelling are incompletely integrated in oesophageal squamous cell carcinoma (ESCC). We performed an axis-first public-data analysis to identify upstream candidates associated with a Ca2/UPR stress ecology. TMEM158 emerged as a computational entry point, rather than as a standalone prognostic biomarker. We defined TAC_high as the co-oc",No text change required if the negating boundary remains clear.
08_submission_strategy/final_author_submission_handoff.md,116,causal_driver,high,causal,acceptable_boundary_context,"The manuscript does not claim that TMEM158 is a validated causal driver, a clinical prognostic biomarker, a cisplatin-resistance mechanism, a direct immune-suppression mechanism, a directly spatially validated programme or an experimentally validated ESCC protein/ER-localization finding.",No text change required if the negating boundary remains clear.
08_submission_strategy/final_author_submission_handoff.md,116,causal_driver,high,driver,acceptable_boundary_context,"The manuscript does not claim that TMEM158 is a validated causal driver, a clinical prognostic biomarker, a cisplatin-resistance mechanism, a direct immune-suppression mechanism, a directly spatially validated programme or an experimentally validated ESCC protein/ER-localization finding.",No text change required if the negating boundary remains clear.
08_submission_strategy/final_author_submission_handoff.md,116,validated_mechanism,high,"validated causal driver, a clinical prognostic biomarker, a cisplatin-resistance mechanism",acceptable_boundary_context,"The manuscript does not claim that TMEM158 is a validated causal driver, a clinical prognostic biomarker, a cisplatin-resistance mechanism, a direct immune-suppression mechanism, a directly spatially validated programme or an experimentally validated ESCC protein/ER-localization finding.",No text change required if the negating boundary remains clear.
08_submission_strategy/final_author_submission_handoff.md,116,clinical_prognosis,high,prognostic biomarker,acceptable_boundary_context,"The manuscript does not claim that TMEM158 is a validated causal driver, a clinical prognostic biomarker, a cisplatin-resistance mechanism, a direct immune-suppression mechanism, a directly spatially validated programme or an experimentally validated ESCC protein/ER-localization finding.",No text change required if the negating boundary remains clear.
08_submission_strategy/final_author_submission_handoff.md,116,direct_spatial_or_lr,medium,spatially validated,acceptable_boundary_context,"The manuscript does not claim that TMEM158 is a validated causal driver, a clinical prognostic biomarker, a cisplatin-resistance mechanism, a direct immune-suppression mechanism, a directly spatially validated programme or an experimentally validated ESCC protein/ER-localization finding.",No text change required if the negating boundary remains clear.
08_submission_strategy/final_author_submission_handoff.md,164,causal_driver,high,causal,acceptable_boundary_context,"| 4 | final_claim_boundary_read | yes | human_required | Confirm no causal, prognostic, immune-suppression, spatial-validation or treatment-resistance claim was introduced during metadata editing. | After any metadata edits, re-read title, abstract, cover letter and generated preview for overclaim drift. |",No text change required if the negating boundary remains clear.
08_submission_strategy/final_author_submission_handoff.md,176,causal_driver,high,causal,acceptable_boundary_context,- TMEM158 is a validated causal driver.,No text change required if the negating boundary remains clear.
08_submission_strategy/final_author_submission_handoff.md,176,causal_driver,high,driver,acceptable_boundary_context,- TMEM158 is a validated causal driver.,No text change required if the negating boundary remains clear.
08_submission_strategy/final_author_submission_handoff.md,176,validated_mechanism,high,validated causal driver,acceptable_boundary_context,- TMEM158 is a validated causal driver.,No text change required if the negating boundary remains clear.
08_submission_strategy/final_author_submission_handoff.md,177,validated_mechanism,high,validated prognostic subtype,acceptable_boundary_context,- TAC_high is a clinically validated prognostic subtype.,No text change required if the negating boundary remains clear.
08_submission_strategy/final_author_submission_handoff.md,178,immune_suppression,medium,CD8 exhaustion,acceptable_boundary_context,- The study demonstrates direct immune suppression or CD8 exhaustion.,No text change required if the negating boundary remains clear.
08_submission_strategy/final_author_submission_handoff.md,181,validated_mechanism,high,validated as an ESCC protein or ER-localized mechanism,acceptable_boundary_context,- TMEM158 is experimentally validated as an ESCC protein or ER-localized mechanism.,No text change required if the negating boundary remains clear.
combined_public_facing_text,,required_boundary_presence,high,public_data_only_methods,pass,Required manuscript-facing boundary is present.,"Keep this boundary visible in manuscript, cover letter and supplementary files."
combined_public_facing_text,,required_boundary_presence,high,association_not_causality,pass,Required manuscript-facing boundary is present.,"Keep this boundary visible in manuscript, cover letter and supplementary files."
combined_public_facing_text,,required_boundary_presence,high,no_wet_lab_claim,pass,Required manuscript-facing boundary is present.,"Keep this boundary visible in manuscript, cover letter and supplementary files."
combined_public_facing_text,,required_boundary_presence,high,no_prognostic_validation,pass,Required manuscript-facing boundary is present.,"Keep this boundary visible in manuscript, cover letter and supplementary files."
combined_public_facing_text,,required_boundary_presence,high,no_ligand_receptor_causality,pass,Required manuscript-facing boundary is present.,"Keep this boundary visible in manuscript, cover letter and supplementary files."
